id,language_iso639_code,translation
111,vi,"Chương trình cử nhân công nghệ thông tin nền tảng, kết hợp hệ thống thông tin, mạng máy tính và phát triển phần mềm với lý thuyết truyền thông. Thông qua các môn theo dự án và hợp tác với doanh nghiệp, sinh viên học cách thiết kế, triển khai và quản lý giải pháp ICT ở nhiều lĩnh vực khác nhau."
112,en,"An interdisciplinary media degree exploring journalism, digital media, and public relations. The curriculum balances theoretical frameworks in media studies with hands-on production—news reporting, multimedia storytelling, and campaign design—for broadcasting and publishing roles."
112,ja,ジャーナリズム、デジタルメディア、広報を探究する学際的メディア学位です。メディア研究の理論と、ニュース報道、マルチメディアストーリーテリング、キャンペーン企画などの実践的制作をバランスよく学び、放送や出版の分野で活躍できるスキルを身につけます。
112,vi,"Chương trình liên ngành về truyền thông, khám phá báo chí, truyền thông kỹ thuật số và quan hệ công chúng. Chương trình cân bằng giữa khung lý thuyết trong nghiên cứu truyền thông và thực hành sản xuất — đưa tin, kể chuyện đa phương tiện và thiết kế chiến dịch — để chuẩn bị cho vai trò trong phát thanh và xuất bản."
113,en,"A design-centred engineering degree focusing on mechanics, thermodynamics, and manufacturing processes. Students undertake laboratory work, CAD simulations, and capstone projects, positioning them for professional accreditation and roles in automotive and aerospace sectors."
113,ja,力学、熱力学、製造プロセスに焦点を当てた設計重視の工学学士号です。実験室での実験、CADシミュレーション、卒業設計プロジェクトを通じて、自動車や航空宇宙分野での専門認定取得と専門職務に必要な能力を培います。
113,vi,"Chương trình cử nhân kỹ thuật tập trung vào thiết kế, trọng tâm vào cơ học, nhiệt động lực học và quy trình sản xuất. Sinh viên thực hiện thí nghiệm trong phòng lab, mô phỏng CAD và dự án tốt nghiệp, giúp họ đủ năng lực đạt chứng nhận nghề nghiệp và đảm nhận vị trí trong ngành ô tô và hàng không vũ trụ."
114,en,"A comprehensive program combining media theory—critical analysis of culture and society—with practical training in digital production, strategic communication, and brand storytelling. Graduates enter marketing, media agencies, and corporate communications roles."
114,ja,文化・社会の批判的分析を含むメディア理論と、デジタル制作、戦略的コミュニケーション、ブランドストーリーテリングの実践トレーニングを組み合わせた総合プログラムです。マーケティング、メディアエージェンシー、企業広報分野での活躍を目指します。
114,vi,"Chương trình toàn diện kết hợp lý thuyết truyền thông — phân tích phê phán về văn hóa và xã hội — với đào tạo thực hành trong sản xuất kỹ thuật số, truyền thông chiến lược và kể chuyện thương hiệu. Sinh viên tốt nghiệp có thể làm việc trong marketing, các cơ quan truyền thông và bộ phận truyền thông doanh nghiệp."
115,en,"The standard undergraduate medical degree in the UK and Ireland, integrating preclinical sciences, clinical skills, and extensive hospital rotations. Students progress from foundational biomedical modules to supervised patient care, meeting requirements for medical registration."
115,ja,英国やアイルランドで標準的に提供される学部レベルの医系学位です。基礎医学科学、臨床技能、病院での臨床実習を統合し、基礎的なバイオメディカルモジュールから患者ケアまで段階的に学び、医師登録に必要な要件を満たします。
115,vi,"Chương trình cử nhân y khoa tiêu chuẩn tại Anh và Ireland, tích hợp khoa học tiền lâm sàng, kỹ năng lâm sàng và thực tập lâm sàng chuyên sâu tại bệnh viện. Sinh viên học từ các mô-đun y sinh cơ bản đến chăm sóc bệnh nhân có giám sát, đáp ứng yêu cầu đăng ký hành nghề y."
116,en,"A BSc (Econ) is a Bachelor of Science in Economics—used especially by universities in the UK—that combines a rigorous core in micro-, macro- and quantitative economics with built-in flexibility for students to choose modules in finance, business, data analytics or other technical fields, signalling a quantitatively oriented, interdisciplinary economics degree."
116,ja,ミクロ経済学、マクロ経済学、定量経済学の厳格な基礎に、ファイナンス、ビジネス、データ分析などのモジュール選択を組み合わせた理学士号です。定量的アプローチと学際的視点を特徴とし、幅広い専門分野への適応力を示します。
116,vi,"BSc (Econ) là chương trình Cử nhân Khoa học Kinh tế, phổ biến tại các trường đại học ở Vương quốc Anh. Khóa học kết hợp nền tảng vững chắc về kinh tế vi mô, kinh tế vĩ mô và kinh tế định lượng với các lựa chọn học phần trong lĩnh vực tài chính, kinh doanh, phân tích dữ liệu hoặc các ngành kỹ thuật, thể hiện phương pháp tiếp cận định lượng và tính liên ngành."
117,en,"An undergraduate teacher-preparation degree that blends the full set of pedagogy courses, fieldwork and student-teaching required for state certification with a sizeable block of study in the future teaching subject, so graduates finish with both licensure and stronger disciplinary expertise. "
117,ja,教育理論、実習、教員免許取得に必要な学生指導実習を統合しつつ、将来の専門教科の学習を重視した学士号です。免許取得と同時に専門分野の知識を深め、教育現場で即戦力となる力を養成します。
117,vi,"Chương trình cử nhân chuẩn bị giảng dạy, kết hợp đầy đủ các môn sư phạm, thực tập thực địa và hướng dẫn giảng dạy để đạt chứng nhận nhà giáo với khối lượng tín chỉ chuyên sâu cho môn học tương lai. Sinh viên tốt nghiệp vừa có chứng chỉ hành nghề, vừa sở hữu kiến thức chuyên môn vững vàng."
118,en,"The Bachelor of Science in Nursing (BSN) is a foundational undergraduate nursing degree that prepares students for professional nursing practice through a blend of theoretical instruction, clinical experience, and leadership development. It emphasizes evidence-based care, holistic patient assessment, and collaboration within healthcare teams to address complex health challenges."
118,ja,理論的教育、臨床実習、リーダーシップ育成を融合した看護学の基礎的学士号です。エビデンスに基づくケア、患者の全人的評価、医療チームとの協働を重視し、複雑な健康課題に対応できる専門的実践力を身につけます。
118,vi,"BSN là chương trình cử nhân Điều dưỡng nền tảng, trang bị cho sinh viên năng lực hành nghề qua việc kết hợp giảng dạy lý thuyết, thực hành lâm sàng và phát triển kỹ năng lãnh đạo. Chương trình nhấn mạnh phương pháp chăm sóc dựa trên bằng chứng, đánh giá toàn diện người bệnh và làm việc phối hợp trong đội ngũ y tế để giải quyết các thách thức sức khỏe phức tạp."
119,en,"The Bachelor of Art History and Curatorial Studies is an interdisciplinary program that merges rigorous art historical research with practical curatorial training to foster a comprehensive understanding of visual culture. Students analyze artworks from early modern to contemporary periods within their social, cultural, and political contexts, while developing hands-on skills in exhibition planning, collection management, and digital curation. Graduates are prepared for professional roles in museums, galleries, heritage institutions, and other sectors of the cultural field."
119,ja,アートヒストリー・キュレーション学士は、美術史研究の厳密さと実践的なキュレーション技能を融合し、ビジュアル文化への総合的理解を育む学際的プログラムです。学生は近世から現代までの作品を社会的・文化的・政治的文脈で分析し、展示企画、コレクション管理、デジタル・キュレーションなどの実践的スキルを身につけます。卒業後は美術館、ギャラリー、文化財機関などで専門職として活躍できます。
119,vi,"Cử nhân Lịch sử Nghệ thuật và Quản lý Triển lãm là chương trình liên ngành kết hợp nghiên cứu lịch sử nghệ thuật nghiêm túc với đào tạo thực hành về tổ chức triển lãm, nhằm xây dựng hiểu biết toàn diện về văn hóa thị giác. Sinh viên phân tích tác phẩm từ giai đoạn hiện đại đầu tiên đến đương đại trong bối cảnh xã hội, văn hóa và chính trị, đồng thời rèn luyện kỹ năng quy hoạch triển lãm, quản lý bộ sưu tập và trưng bày số. Sau khi tốt nghiệp, sinh viên có thể đảm nhận vị trí chuyên môn trong bảo tàng, phòng tranh, cơ quan di sản hoặc các tổ chức văn hóa."
120,en,"The Bachelor of Criminology and Criminal Justice delivers an interdisciplinary foundation in criminology, law, and sociology, enabling students to examine the causes, nature, and societal impacts of crime through both theoretical study and practical exploration. A compulsory internship or research project in the final year allows learners to apply analytical and professional skills in real-world settings. Graduates are prepared for diverse careers—such as crime analyst, policy advisor, victim advocate, probation officer, and public safety officer—across government, non-profit, and private sectors."
120,ja,犯罪学、法学、社会学を横断的に学び、犯罪の原因・性質・社会的影響を理論と実践の両面から探求する学士プログラムです。最終年度には必修のインターンシップまたは研究プロジェクトを通じて、分析力と実務能力を現場で発揮します。卒業後は、犯罪分析官、政策アドバイザー、被害者支援者、保護観察官、公務員など、多彩な分野で活躍できます。
120,vi,"Chương trình cử nhân Tội phạm học và Tư pháp hình sự trang bị nền tảng liên ngành về tội phạm học, luật và xã hội học, giúp sinh viên phân tích nguyên nhân, bản chất và tác động xã hội của tội phạm qua cả lý thuyết và thực hành. Năm cuối, sinh viên hoàn thành buộc thực tập hoặc dự án nghiên cứu để vận dụng kỹ năng phân tích và chuyên môn trong môi trường thực tế. Sau khi tốt nghiệp, họ có thể làm chuyên viên phân tích tội phạm, cố vấn chính sách, hỗ trợ nạn nhân, cán bộ giám sát hoặc nhân viên an toàn công cộng trong các cơ quan nhà nước, tổ chức phi lợi nhuận và khu vực tư nhân."
121,en,"The Bachelor of Geographical and Spatial Science is an interdisciplinary program that integrates core concepts of geography, environmental science, and spatial analysis to explore human–environment interactions and spatial patterns. Students gain practical expertise in Geographic Information Systems (GIS), remote sensing, cartography, and spatial data collection through laboratory work, field studies, and capstone projects. Graduates are equipped for careers in environmental consultancy, urban and regional planning, resource management, and geospatial industries."
121,ja,地理空間科学学士は、地理学、環境科学、および空間分析の基礎概念を統合し、人間と環境の相互作用や空間パターンを探究する学際プログラムです。学生は実験室実習、フィールドスタディ、卒業研究プロジェクトを通じて、GIS、リモートセンシング、製図、空間データ収集の技術を身につけます。卒業生は環境コンサルティング、都市・地域計画、資源管理、地理空間産業などの分野で活躍できる能力を備えています。
121,vi,"Cử nhân Khoa học Địa lý và Không gian là chương trình liên ngành tích hợp các khái niệm cơ bản về địa lý, khoa học môi trường và phân tích không gian để nghiên cứu tương tác giữa con người và môi trường cũng như các mô hình phân bố không gian. Sinh viên phát triển kỹ năng thực hành về GIS, viễn thám, bản đồ học và thu thập dữ liệu không gian qua thực hành phòng thí nghiệm, khảo sát hiện trường và dự án tốt nghiệp. Sau khi tốt nghiệp, họ có thể làm việc trong tư vấn môi trường, quy hoạch đô thị và vùng, quản lý nguồn tài nguyên và các ngành công nghiệp địa không gian."
122,en,"The Bachelor of Human Rights is an interdisciplinary undergraduate program that provides a rigorous foundation in human rights theory and practice, drawing on perspectives from law, philosophy, and the humanities. Students apply their learning in practical settings through a dedicated human rights clinic placement and develop skills in advocacy, policy analysis, and ethical decision-making. Graduates are prepared for careers in human rights advocacy, policy development, public service, and international or non-governmental organizations."
122,ja,人権学士は、法学、哲学、人文学の視点を取り入れた学際的な学部プログラムであり、人権の理論と実践に関する厳密な基盤を提供します。学生は人権クリニックでの実習を通じて実践的な経験を積み、アドボカシー、政策分析、倫理的意思決定のスキルを身につけます。卒業後は人権擁護、政策立案、公共サービス、国際機関や非政府組織でのキャリアに臨む準備が整います。
122,vi,"Cử nhân Nhân quyền là chương trình liên ngành cung cấp nền tảng vững chắc về lý thuyết và thực tiễn nhân quyền, kết hợp các quan điểm từ luật pháp, triết học và khoa học nhân văn. Sinh viên tích luỹ kinh nghiệm thực tế thông qua thực tập tại phòng khám nhân quyền và phát triển kỹ năng vận động hành lang, phân tích chính sách và ra quyết định đạo đức. Sau khi tốt nghiệp, họ sẵn sàng đảm nhận các vị trí trong lĩnh vực vận động nhân quyền, xây dựng chính sách, dịch vụ công và làm việc tại các tổ chức quốc tế hoặc phi chính phủ."
123,en,"The Bachelor of Modern Languages is an immersive, interdisciplinary undergraduate program that develops advanced proficiency in two or more contemporary languages alongside deep cultural and societal understanding. Students explore language structure, literature, and communication through interactive modules, applied translation projects, and optional study-abroad experiences. Graduates emerge ready for careers in diplomacy, international business, translation, education, and other global engagement roles."
123,ja,モダンランゲージ学士は、2 つ以上の現代語の高度な運用能力と深い文化・社会理解を育む、実践的で学際的な学部プログラムです。学生は言語構造、文学、コミュニケーションをインタラクティブなモジュール、翻訳プロジェクト、留学体験を通じて学びます。卒業後は、外交、国際ビジネス、翻訳、教育などのグローバルな分野で活躍できます。
123,vi,"Cử nhân Ngôn ngữ Hiện đại là chương trình cử nhân liên ngành, mang tính thực tiễn cao, phát triển năng lực sử dụng thành thạo hai ngôn ngữ đương đại trở lên cùng với sự hiểu biết sâu sắc về văn hóa và xã hội. Sinh viên nghiên cứu cấu trúc ngôn ngữ, văn học và giao tiếp qua các học phần tương tác, dự án dịch thuật thực hành và cơ hội du học. Sau khi tốt nghiệp, họ sẵn sàng đảm nhận các vị trí trong ngoại giao, kinh doanh quốc tế, dịch thuật, giáo dục và các vai trò toàn cầu khác."
124,en,"The Bachelor of Social and Environmental Sustainability is an interdisciplinary undergraduate program that blends social sciences, humanities, environmental studies, and policy to address complex societal and ecological challenges. Students engage with the latest research and best practices, participate in hands-on projects and fieldwork, and can extend their expertise through interdisciplinary minors. Graduates are equipped for careers in sustainability consultancy, policy development, community advocacy, and environmental management."
124,ja,社会・環境持続可能性学士は、社会科学、人文科学、環境学、政策学を融合し、複雑な社会的・生態的課題に取り組む学際的学部プログラムです。学生は最新の研究とベストプラクティスを学び、実践的なプロジェクトやフィールドワークに参加し、学際的な副専攻で専門性を深めることができます。卒業生はサステナビリティコンサルティング、政策立案、コミュニティ擁護、環境管理などの分野で活躍できる力を身につけます。
124,vi,"Cử nhân Bền vững Xã hội và Môi trường là chương trình cử nhân liên ngành kết hợp khoa học xã hội, khoa học nhân văn, nghiên cứu môi trường và chính sách để giải quyết các thách thức xã hội và sinh thái phức tạp. Sinh viên tiếp cận nghiên cứu mới nhất và thực hành tốt nhất, tham gia các dự án thực tiễn và khảo sát hiện trường, đồng thời có thể mở rộng chuyên môn qua các chuyên ngành phụ liên ngành. Sau khi tốt nghiệp, họ sẵn sàng làm việc trong tư vấn bền vững, xây dựng chính sách, vận động cộng đồng và quản lý môi trường."
125,en,"The Bachelor of Sport and Exercise Science is an interdisciplinary program that applies scientific principles to understand human movement, physiology, biomechanics, nutrition, and psychology within exercise and sport contexts. Students develop practical skills in laboratory testing, data analysis, exercise prescription, and program design through hands-on lab sessions, fieldwork, and practicum experiences. Graduates are prepared for careers in exercise science, fitness and health promotion, sports performance, rehabilitation support, and research or may pursue further professional accreditation."
125,ja,スポーツ・エクササイズサイエンス学士は、運動やスポーツの文脈で人間の運動、運動生理学、生物力学、栄養学、心理学を科学的原理で探究する学際プログラムです。学生はラボ実習、フィールドワーク、および実習を通じて実験テスト、データ分析、運動処方、プログラム設計などの実践的スキルを身につけます。卒業生はエクササイズサイエンス、フィットネスと健康増進、スポーツパフォーマンス、リハビリテーション支援、研究分野や専門資格取得へ進む能力を備えています。
125,vi,"Cử nhân Khoa học Thể thao và Vận động là chương trình liên ngành áp dụng nguyên tắc khoa học để nghiên cứu chuyển động và vận động của con người, sinh lý, cơ sinh học, dinh dưỡng và tâm lý trong bối cảnh thể thao và vận động thể chất. Sinh viên rèn luyện kỹ năng thực hành trong thử nghiệm phòng thí nghiệm, phân tích dữ liệu, xây dựng phác đồ tập luyện và thiết kế chương trình qua thực hành lab, khảo sát hiện trường và kỳ thực tập. Sau khi tốt nghiệp, họ có thể làm việc trong lĩnh vực khoa học thể dục, đào tạo thể lực và sức khỏe, nâng cao hiệu suất thể thao, hỗ trợ phục hồi chức năng, nghiên cứu hoặc theo đuổi chứng chỉ chuyên nghiệp tiếp theo."
126,en,The Bachelor of Midwifery provides a thorough combination of theoretical study and hands on clinical practice to prepare students for professional midwifery roles with care centered on women and families throughout pregnancy birth and the postnatal period. Through courses in anatomy physiology pharmacology and professional practice along with supervised clinical placements including a continuous care experience learners develop critical analytical communication and decision making skills. Graduates qualify for midwifery registration and can pursue careers in hospitals community health services birthing centres research and education.
126,ja,この助産学士課程では理論学習と実践的な臨床経験を組み合わせて妊娠出産産後の女性と家族を中心にケアする専門的な助産師の役割に備えます。解剖学生理学薬理学専門実践に関する科目と継続的ケア体験を含む監督付き臨床実習を通じて分析力コミュニケーション力意思決定力を養います。卒業後は助産師として登録し病院地域保健サービス助産所研究教育などの分野でキャリアを築けます。
126,vi,Chương trình Cử nhân Hộ sinh kết hợp nghiên cứu lý thuyết và thực hành lâm sàng để trang bị cho sinh viên vai trò nữ hộ sinh chuyên nghiệp với chăm sóc tập trung vào phụ nữ và gia đình trong suốt thai kỳ sinh con và giai đoạn hậu sản. Thông qua các môn giải phẫu sinh lý dược lý và thực hành chuyên môn cùng với thực tập lâm sàng có giám sát bao gồm trải nghiệm chăm sóc liên tục người học phát triển kỹ năng phân tích giao tiếp và ra quyết định. Sau khi tốt nghiệp sinh viên đủ điều kiện hành nghề hộ sinh và có thể làm việc tại bệnh viện dịch vụ y tế cộng đồng trung tâm sinh nở nghiên cứu hoặc giảng dạy.
127,en,"The Bachelor of Aviation integrates theoretical study of aeronautical science, aviation regulations, and management principles with practical flight training both physical and simulated to develop technical and operational expertise. Coursework in navigation, meteorology, aircraft systems, human factors, and safety protocols alongside supervised training or project-based internships cultivates analytical, decision-making, and communication skills essential for the aviation industry. Graduates qualify for roles such as commercial pilot, flight operations manager, safety inspector, regulatory officer, and airline management positions across government and private sectors."
127,ja,この航空学士課程では、航空科学、航空規制、経営原理の理論学習と実機およびシミュレーターによる実践的飛行訓練を組み合わせて技術的および運用的専門知識を養います。ナビゲーション、気象学、航空機システム、人間工学、安全手順に関する科目と監督付き訓練やプロジェクト型インターンシップを通じて、分析力、意思決定力、コミュニケーション能力を培います。卒業生は、商業パイロット、運航管理者、安全検査官、規制担当官、航空会社管理職などの職に就くことができます。
127,vi,"Chương trình Cử nhân Hàng không kết hợp nghiên cứu lý thuyết về khoa học hàng không, quy định hàng không và nguyên tắc quản lý với đào tạo bay thực tế và mô phỏng nhằm phát triển chuyên môn kỹ thuật và vận hành. Các học phần về dẫn đường, khí tượng, hệ thống máy bay, yếu tố con người và quy trình an toàn cùng với đào tạo có giám sát hoặc thực tập dự án giúp rèn luyện kỹ năng phân tích, ra quyết định và giao tiếp cần thiết cho ngành hàng không. Sau khi tốt nghiệp, sinh viên có thể đảm nhận vai trò như phi công thương mại, quản lý vận hành bay, kiểm tra viên an toàn, nhân viên quy định hoặc vị trí quản lý hàng không trong khu vực công hoặc tư nhân."
128,en,"The Bachelor of Biomedical and Health Sciences offers an interdisciplinary foundation in human biology, health and disease through core coursework, practical placements and a capstone research project. Students study health systems, anatomy, physiology, pharmacology and research methods while developing professional skills in communication, teamwork and problem solving and tailoring their studies through elective majors. Graduates are prepared for careers as biomedical researchers, clinical scientists, public health officers or healthcare managers and may pursue further professional or research qualifications."
128,ja,この学士課程ではコア科目、実践的配置、キャップストーン研究プロジェクトを通じて人間の生物学、健康、疾病に関する学際的な基礎を提供します。学生は健康システム、解剖学、生理学、薬理学、研究方法論を学び、コミュニケーション、チームワーク、問題解決の専門的スキルを身につけ、選択科目を通じて学びをカスタマイズできます。卒業生は生物医学研究者、臨床科学者、公衆衛生担当者、医療マネージャーなどの職種に就く準備が整い、さらに専門的または研究的な資格を追求することも可能です。
128,vi,"Chương trình Cử nhân Khoa học Y sinh và Sức khỏe cung cấp nền tảng liên ngành về sinh học con người, sức khỏe và bệnh tật thông qua các môn học cơ bản, thực tập tại cơ sở và dự án nghiên cứu capstone. Sinh viên nghiên cứu hệ thống y tế, giải phẫu, sinh lý, dược lý và phương pháp nghiên cứu đồng thời phát triển kỹ năng chuyên môn về giao tiếp, làm việc nhóm và giải quyết vấn đề, và có thể điều chỉnh chương trình học bằng các chuyên ngành tự chọn. Sau khi tốt nghiệp, sinh viên được trang bị cho các vị trí như nhà nghiên cứu y sinh, nhà khoa học lâm sàng, cán bộ y tế công cộng hoặc quản lý chăm sóc sức khỏe và có thể tiếp tục theo đuổi các bằng cấp chuyên môn hoặc nghiên cứu cao hơn."
129,en,"The Bachelor of Clinical Exercise Physiology offers an interdisciplinary foundation in human anatomy, physiology, biomechanics and exercise prescription with comprehensive clinical placement experiences. Through coursework in exercise testing, rehabilitation, chronic disease management and health promotion alongside supervised internships, students develop analytical, communication and professional skills. Graduates qualify to practise as accredited exercise physiologists and pursue careers in hospitals, community health services, sports organisations and research roles."
129,ja,臨床運動生理学士課程では解剖学、生理学、生体力学、運動処方に関する学際的な基礎を学び、豊富な臨床実習を通じて実践力を養います。運動テスト、リハビリテーション、慢性疾患管理、健康増進に関する科目と監督付きインターンシップを通じて、分析力、コミュニケーション力、専門的スキルを身につけます。卒業生は認定運動生理学者としての資格を取得し、病院、地域保健サービス、スポーツ団体、研究職などで活躍できます。
129,vi,"Chương trình Cử nhân Thực hành Vật lý trị liệu Lâm sàng cung cấp nền tảng liên ngành về giải phẫu, sinh lý, sinh cơ học và lập kế hoạch tập luyện cùng các trải nghiệm thực hành lâm sàng toàn diện. Thông qua các học phần về kiểm tra vận động, phục hồi chức năng, quản lý bệnh mãn tính và quảng bá sức khỏe cùng với thực tập có giám sát, sinh viên phát triển kỹ năng phân tích, giao tiếp và chuyên môn. Sau khi tốt nghiệp, sinh viên đủ điều kiện hành nghề là chuyên gia vật lý trị liệu lâm sàng và có thể làm việc tại bệnh viện, dịch vụ y tế cộng đồng, tổ chức thể thao và các vị trí nghiên cứu."
130,en,"The Bachelor of Creative Arts provides an interdisciplinary curriculum that combines theoretical study of creative practice with hands-on project work and real-world collaborations across multiple artistic disciplines. Core courses develop skills in creative thinking, entrepreneurial practice, cultural analysis and project management alongside supervised internships or client-based projects. Graduates are prepared for careers as creative producers, arts managers, digital media specialists, curators or educators within the cultural and creative industries."
130,ja,このクリエイティブアーツ学士課程は、実践的なプロジェクトワークと理論的な学習を学際的に統合し、複数の芸術分野での現実世界の共同制作を経験します。コア科目では、クリエイティブシンキング、起業家的実践、文化分析、プロジェクトマネジメントのスキルを身につけ、監督付きインターンシップやクライアントベースのプロジェクトに取り組みます。卒業生はクリエイティブプロデューサー、アーツマネジャー、デジタルメディアスペシャリスト、キュレーター、教育者など、文化・クリエイティブ産業での多様なキャリアに就く準備が整います。
130,vi,"Chương trình Cử nhân Nghệ thuật Sáng tạo kết hợp lý thuyết với công việc dự án thực tế và hợp tác trong nhiều ngành nghệ thuật khác nhau. Các học phần cốt lõi phát triển kỹ năng tư duy sáng tạo, tinh thần khởi nghiệp, phân tích văn hóa và quản lý dự án cùng với thực tập có giám sát hoặc dự án theo yêu cầu khách hàng. Sau khi tốt nghiệp, sinh viên có thể trở thành nhà sản xuất sáng tạo, quản lý nghệ thuật, chuyên gia truyền thông số, quản lý triển lãm hoặc giảng viên trong các ngành công nghiệp văn hóa và sáng tạo."
131,en,"The Bachelor of Cybersecurity combines foundational studies in information technology, network security, governance and risk management with practical laboratories, collaborative projects and capstone experiences to develop technical and analytical expertise. Core coursework covers security principles, ethical hacking, cryptography, digital forensics and cyber law alongside supervised industry projects to build professional skills. Graduates qualify for roles such as cybersecurity analyst, network security engineer, penetration tester, compliance officer and incident responder across public and private sectors."
131,ja,サイバーセキュリティ学士課程では情報技術、ネットワークセキュリティ、ガバナンスとリスク管理の基礎学習を実践的なラボ、共同プロジェクト、キャップストーンにより統合し、技術的かつ分析的な専門知識を育成します。コア科目ではセキュリティ原理、倫理的ハッキング、暗号技術、デジタル法医学、サイバーローを学び、監督付きの産業プロジェクトを通じて専門スキルを磨きます。卒業後はサイバーセキュリティアナリスト、ネットワークセキュリティエンジニア、ペネトレーションテスター、コンプライアンスオフィサー、インシデントレスポンダーなどの職務に就けます。
131,vi,"Chương trình Cử nhân An ninh mạng kết hợp nghiên cứu nền tảng về công nghệ thông tin, bảo mật mạng, quản trị và quản lý rủi ro với phòng thí nghiệm thực hành, dự án hợp tác và trải nghiệm capstone để phát triển chuyên môn kỹ thuật và phân tích. Các học phần cốt lõi bao gồm nguyên tắc bảo mật, tấn công có đạo đức, mật mã học, pháp y số và luật an ninh mạng cùng với các dự án do ngành giám sát để rèn luyện kỹ năng chuyên nghiệp. Sau khi tốt nghiệp, sinh viên có thể đảm nhận vai trò như chuyên viên phân tích an ninh mạng, kỹ sư bảo mật mạng, kiểm thử thâm nhập, nhân viên tuân thủ và nhân viên ứng phó sự cố trong cả khu vực công và tư."
132,en,"The Bachelor of Dental Surgery combines rigorous instruction in dental science, anatomy, oral pathology, and public health with hands-on clinical training from the first year to develop comprehensive clinical expertise. Through coursework in restorative dentistry, preventive care, patient management, and research methods alongside supervised placements, students hone technical proficiency, professional communication, and ethical decision-making skills. Graduates qualify for registration as dental practitioners and pursue careers in general dental practice, specialist dentistry, public health dentistry, research, or education."
132,ja,この歯科外科学士課程では、歯科科学、解剖学、口腔病理学、公衆衛生の厳格な理論教育と、初年度からの実践的な臨床訓練を組み合わせて包括的な臨床専門知識を育成します。修復歯科、予防歯科、患者管理、研究方法論の科目と監督付き実習を通じて、技術的な習熟度、専門的コミュニケーション、倫理的意思決定能力を磨きます。卒業生は歯科医師としての登録資格を得て、一般歯科診療、専門歯科、公衆歯科、研究、教育の分野でキャリアを築けます。
132,vi,"Chương trình Cử nhân Phẫu thuật Nha khoa kết hợp giảng dạy nghiêm ngặt về khoa học nha khoa, giải phẫu, bệnh lý miệng và y tế công cộng với đào tạo lâm sàng thực hành ngay từ năm đầu để phát triển chuyên môn lâm sàng toàn diện. Thông qua các học phần về nha khoa phục hồi, chăm sóc phòng ngừa, quản lý bệnh nhân và phương pháp nghiên cứu cùng với thực tập có giám sát, sinh viên rèn luyện kỹ năng kỹ thuật, giao tiếp chuyên nghiệp và ra quyết định đạo đức. Sau khi tốt nghiệp, sinh viên đủ điều kiện đăng ký hành nghề nha khoa và có thể làm việc trong thực hành nha khoa tổng quát, nha khoa chuyên khoa, y tế nha khoa công cộng, nghiên cứu hoặc giảng dạy."
133,en,The Bachelor of Exercise and Sport Science combines theoretical study of human anatomy physiology biomechanics and exercise prescription with practical laboratory and field training to build technical analytical and professional expertise. Core coursework in exercise testing performance assessment health promotion and supervised placements including capstone projects develops skills in communication problem solving and evidence based practice. Graduates are prepared for careers as exercise scientists strength and conditioning coaches clinical exercise physiologists wellness consultants or research assistants in health sport and community settings.
133,ja,この運動・スポーツ科学学士課程では解剖学生理学生体力学運動処方の理論学習と実験室およびフィールドでの実践的トレーニングを組み合わせて技術的分析的専門的能力を養います。運動テストパフォーマンス評価健康増進およびキャップストーンプロジェクトを含む監督付き実習に関するコア科目でコミュニケーション問題解決エビデンスに基づく実践能力を育成します。卒業後は運動科学者ストレングスアンドコンディショニングコーチ臨床運動生理学者ウェルネスコンサルタントリサーチアシスタントとしてヘルススポーツコミュニティ分野で活躍できます。
133,vi,Chương trình Cử nhân Khoa học Vận động và Thể thao kết hợp nghiên cứu lý thuyết về giải phẫu sinh lý sinh cơ học và lập kế hoạch tập luyện với đào tạo thực hành tại phòng thí nghiệm và thực địa để phát triển chuyên môn kỹ thuật phân tích và nghề nghiệp. Các học phần về kiểm tra vận động đánh giá hiệu suất thúc đẩy sức khỏe và thực tập có giám sát bao gồm dự án capstone giúp rèn luyện kỹ năng giao tiếp giải quyết vấn đề và thực hành dựa trên bằng chứng. Sau khi tốt nghiệp sinh viên có thể làm chuyên gia khoa học vận động huấn luyện viên thể lực và điều kiện nhà sinh lý học lâm sàng tư vấn viên sức khỏe hoặc trợ lý nghiên cứu trong lĩnh vực y tế thể thao và cộng đồng.
134,en,The Bachelor of Film and Television combines theoretical study of film and television production processes with practical project work and industry collaborations to develop creative technical and analytical skills. Core coursework in screenwriting cinematography editing production management and digital post production alongside supervised internships and capstone projects builds professional portfolios networks and career ready abilities. Graduates pursue careers as content creators directors producers editors cinematographers and in production management distribution or media consultancy.
134,ja,映画テレビ制作の理論学習と実践的プロジェクトや業界連携を統合して創造的技術的分析的スキルを養う学士プログラムです。脚本作成撮影編集制作管理デジタルポストプロダクションの科目と監督付きインターンやキャップストーンプロジェクトを通じてプロフェッショナルなポートフォリオとネットワークを構築します。卒業生はコンテンツクリエイター監督プロデューサー編集者撮影監督制作管理流通メディアコンサルタントなどのキャリアを追求できます。
